revenue_rank,creator_id,creator_name,campaigns_observed,brands_observed,followers,avg_views,creator_power_score,mean_predicted_revenue,median_predicted_revenue,mean_actual_revenue,total_actual_revenue,mean_expected_orders,mean_expected_roi_pct,median_absolute_percentage_error
1156,jolly011009,jolly011009,3,3,758000.0,124049.5,53.49519497767494,27699656.619716194,23649059.618631434,46136458.97,138409376.91,77.0,-48.8396843435321,36.73353273622684
1157,huongnoibanphan,huongnoibanphan,2,2,1064.0,5269.104166666667,34.33180374467685,27640783.733751114,27640783.733751114,96146473.8,192292947.6,42.5,867.4274306812889,57.89407366547357
1158,ltct0104,ltct0104,1,1,14900.0,1958.5416666666667,39.680240835738516,27576532.61843306,27576532.61843306,488147133.92,488147133.92,157.0,865.178641645157,94.35077444847757
1159,chumacthuyquynh,chumacthuyquynh,1,1,479000.0,179068.0,53.46652679425211,27557511.583241362,27557511.583241362,17835008.27,17835008.27,184.0,-19.456124808897897,54.513590159615674
1160,nhung.dng543,nhung.dng543,2,2,1675.0,712.5985859728506,34.41075413422766,27548098.907438204,27548098.907438204,10307237.85,20614475.7,101.5,864.183461760337,268.3304105352512
1161,hoabenholife,hoabenholife,1,1,76700.0,113730.0,49.78043662217489,27537100.606938668,27537100.606938668,38515956.28,38515956.28,174.0,402.63286635872396,28.504694504397577
1162,giahoangabjwgwx,giahoangabjwgwx,1,1,739.0,177822.0,43.41387088893665,27526970.169619378,27526970.169619378,103260794.92,103260794.92,318.0,863.4439559366781,73.34228330224887
1163,tuyetcookies,tuyetcookies,3,3,4506.0,879.561403508772,36.33666341057752,27427278.79772167,30276903.19036134,24885431.86,74656295.58,181.33333333333334,859.9547579202584,25.98651278531503
1164,phuongriviu02,phuongriviu02,1,1,2155.0,12690.388888888889,40.15902269385512,27409499.2481536,27409499.2481536,38966578.97,38966578.97,9.0,859.3324736853759,29.658953973722156
1165,kikimimishop,kikimimishop,1,1,615.0,2256.849315068493,35.00243314983533,27405225.247155637,27405225.247155637,36411641.19,36411641.19,94.0,859.1828836504473,24.734990372578594
1166,dighetinkun,dighetinkun,1,1,208800.0,106972.0,51.21974350404768,27295056.241579015,27295056.241579015,26192951.27,26192951.27,46.0,83.01282920598955,4.207639529499324
1167,him_zhen9,him_zhen9,1,1,34100.0,226981.0,49.80936934085317,27244080.648684256,27244080.648684256,23942178.66,23942178.66,182.0,853.5428227039487,13.79115090390966
1168,nguyenmaianh317,nguyenmaianh317,2,2,66100.0,109414.16666666667,49.19346065607546,27227541.851874024,27227541.851874024,24848715.335,49697430.67,98.0,476.68016025149217,20.8286938971613
1169,khanxinhnek,khanxinhnek,1,1,2008.0,2406.7,36.95560501806427,27226160.817905884,27226160.817905884,5445745.92,5445745.92,236.0,852.9156286267058,399.9528295639964
1170,hanhoinayangi,hanhoinayangi,1,1,49800.0,75554.0,48.3493589876646,27221599.315611087,27221599.315611087,4654772.69,4654772.69,220.0,665.2658442139664,484.8104972793222
1171,quanhdayo,quanhdayo,1,1,244500.0,58546.0,50.342688618102294,27187567.54153644,27187567.54153644,27140688.86,27140688.86,31.0,55.67523336667082,0.17272472993686502
1172,bacsi.vanvinh,bacsi.vanvinh,1,1,45400.0,70295.0,48.07160270167496,27133999.49004571,27133999.49004571,20622820.47,20622820.47,47.0,736.731261807577,31.57268924256757
1173,lanithichsansale,lanithichsansale,1,1,3374.0,3264.6,38.32748564510122,27083443.02429924,27083443.02429924,153039443.47,153039443.47,39.0,847.9205058504734,82.30296555566844
1174,review.thapcam,review.thapcam,1,1,1214.0,6093.1875,37.904078113331444,27068724.860284563,27068724.860284563,22091539.07,22091539.07,159.0,847.4053701099598,22.529828159612073
1175,totuyettram,totuyettram,2,2,641200.0,18302.196022727272,49.6673503114166,26969462.496870514,26969462.496870514,32220845.055,64441690.11,176.0,-41.1147107055229,63.84289223340832
1176,thanhthao206i,thanhthao206i,1,1,203400.0,137380.0,51.644756025671946,26965121.911371727,26965121.911371727,14884248.55,14884248.55,99.0,85.60064245781913,81.16549062446103
1177,b26041999,b26041999,4,4,1426.0,3361.569337442219,37.0284909648151,26931696.04212626,28191107.30835434,22854834.79,91419339.16,63.25,842.6093614744191,22.48418668427688
1178,buikhanhha_,buikhanhha_,1,1,176700.0,1895448.0,56.31128613908173,26914060.802514862,26914060.802514862,32121382.59,32121382.59,193.0,113.24100239683534,16.211387454742614
1179,nicotine_5th4_,nicotine_5th4_,1,1,22600.0,145600.0,48.3449695921974,26906702.09424649,26906702.09424649,12844003.53,12844003.53,217.0,841.7345732986272,109.48843584011763
1180,phuonganhle305,phuonganhle305,3,3,724900.0,127362.0,53.47499009786401,26757510.029413585,31648444.369547237,31399441.363333333,94198324.09,88.33333333333333,-48.32319762563248,6.924935720281128
1181,quykieu3,quykieu3,2,2,2152.0,191.2875,28.107217294358804,26719427.85155996,26719427.85155996,65473433.81,130946867.62,15.5,835.1799748045985,59.32178578639876
1182,nganhuahihi,nganhuahihi,3,3,1900000.0,14130.0,50.87724250719398,26694007.64584974,24963683.66348285,20147199.64,60441598.92,140.0,-80.33073120832125,394.733326439458
1183,mickey1102_96,mickey1102_96,1,1,1351.0,66797.0,42.52628376524632,26657528.330329224,26657528.330329224,52641405.95,52641405.95,211.0,833.0134915615228,49.3601512929781
1184,chamnhuconong623,chamnhuconong623,1,1,5907.0,5572.40625,40.19089979411643,26644858.275310572,26644858.275310572,56536609.83,56536609.83,98.0,832.57003963587,52.871496265112064
1185,trankimanh883,trankimanh883,2,2,179900.0,17266.86666666667,47.59412888030887,26630443.874810435,26630443.874810435,346791869.71000004,693583739.4200001,168.5,107.24080836428351,89.59951171774115
1186,ch.anhreview98,ch.anhreview98,1,1,4556.0,25146.166666666668,42.59261611418617,26581308.429024577,26581308.429024577,22064967.29,22064967.29,45.0,830.3457950158602,20.468379035718833
1187,nhattao001,nhattao001,4,4,6425.0,1702.282487725041,38.113758193516155,26560668.059046075,24910724.296157356,30693322.78,122773291.12,123.25,829.6233820666125,19.921407318344865
1188,ngk2251,ngk2251,1,1,22500.0,108389.0,47.78876957637003,26535651.745789357,26535651.745789357,22328975.4,22328975.4,306.0,828.7478111026275,18.839540419706665
1189,alex_nguyen_gymer,alex_nguyen_gymer,1,1,15400.0,693.3684210526316,37.80044105062136,26534364.80926603,26534364.80926603,5768010.81,5768010.81,240.0,828.702768324311,360.0262669976868
1190,mi_nee99,mi_nee99,2,2,82100.0,119416.5,49.97071394139047,26533291.71264445,26533291.71264445,12016564.100000001,24033128.200000003,96.5,352.45564430818786,119.24911303830554
1191,zang.lang.thang,zang.lang.thang,1,1,15400.0,46523.0,45.62652851165086,26523620.092969254,26523620.092969254,29001502.72,29001502.72,9.0,828.3267032539237,8.543980120457514
1192,hp.vn46,hp.vn46,1,1,13600.0,3165.219298245614,40.4317380196743,26500348.563301023,26500348.563301023,6289495.85,6289495.85,49.0,827.5121997155358,321.3429692190834
1193,macanhthu_chuchu,macanhthu_chuchu,2,2,128700.0,40258.23333333334,48.5911488419842,26445893.393491983,26445893.393491983,22972707.259999998,45945414.519999996,209.0,187.6787160131218,49.701736847875814
1194,olay.koc,olay.koc,1,1,4771.0,2813.2727272727275,38.58788025563864,26316623.846200522,26316623.846200522,28773344.73,28773344.73,74.0,821.0818346170182,8.538183192995367
1195,tien_giadung67,tien_giadung67,1,1,8103.0,725.4945054945055,36.88873162264103,26268790.665329527,26268790.665329527,28936197.27,28936197.27,208.0,819.4076732865334,9.218234793539864
1196,kacosmetics95,kacosmetics95,2,2,105000.0,2817.429900744417,43.36869444412161,26245107.31288203,26245107.31288203,33110450.385,66220900.77,95.5,249.9347641717603,41.941518929895565
1197,embelinhxinhh,embelinhxinhh,1,1,1100000.0,107870.0,53.81266184804334,26171837.557582717,26171837.557582717,25371626.56,25371626.56,38.0,-66.69038856307654,3.1539601755147335
1198,qualuuhello,qualuuhello,1,1,217100.0,163260.0,52.067097719236656,26163890.79067727,26163890.79067727,25172722.57,25172722.57,211.0,68.72154356033245,3.93746929010576
1199,vanjinka,vanjinka,1,1,623400.0,103081.0,52.84733389775765,26152299.977263257,26152299.977263257,28052737.38,28052737.38,38.0,-41.26849539915214,6.774516785986259
1200,tieungan_mnn42,tieungan_mnn42,1,1,14800.0,530.4026845637584,37.24095061431935,26102732.53471846,26102732.53471846,83575142.9,83575142.9,207.0,813.5956387151462,68.76734920339757
1201,huynhdung.kem,huynhdung.kem,1,1,19500.0,1008.8536585365854,38.863691542211555,26013373.555180993,26013373.555180993,38070326.25,38070326.25,206.0,810.4680744313347,31.670211113094958
1202,traibonho0505,traibonho0505,1,1,3583.0,69045.5,44.10001647225361,25983841.823888905,25983841.823888905,23810631.59,23810631.59,32.0,809.4344638361116,9.12705832969845
1203,huonghoabattu2,huonghoabattu2,1,1,52000.0,998.6923076923076,40.366135467443534,25971411.265172165,25971411.265172165,46908582.75,46908582.75,29.0,599.2303032930968,44.63398861656684
1204,baongoc1314,baongoc1314,2,2,407100.0,155528.5,51.74033534256959,25942693.007456377,25942693.007456377,34691076.005,69382152.01,73.5,-10.784155710049312,231.1747486494325
1205,vanpham0719,vanpham0719,4,4,353400.0,63693.0,48.13160614019211,25930976.233124424,18879863.73444847,57888170.965,231552683.86,227.5,2.7259952642167384,54.025501707109655
1206,kimxuxu_98,kimxuxu_98,1,1,2200000.0,1227.0655737704917,46.55769768197579,25923972.206696365,25923972.206696365,32368158.6,32368158.6,265.0,-83.50292677755687,19.909029960399526
1207,hangvu_chuyencacao,hangvu_chuyencacao,1,1,24700.0,5165.0,42.268451534463566,25914631.283930313,25914631.283930313,80986159.41,80986159.41,15.0,807.0120949375608,68.0011603553947
1208,dsson.skincare,dsson.skincare,1,1,2313.0,1212.031746031746,35.89884492027725,25775438.328470867,25775438.328470867,224381412.0,224381412.0,187.0,802.1403414964803,88.51266773895208
1209,chongngozongao,chongngozongao,1,1,362100.0,0.0,30.519629844182454,25753397.274814453,25753397.274814453,39324932.98,39324932.98,263.0,-0.4287318841750057,34.51127484969345
1210,ccindylu,ccindylu,2,2,365200.0,206176.0,42.565571658695276,25721225.20373096,25721225.20373096,55918141.675,111836283.35,38.0,-1.3972746844925084,70.84712356884543
1211,minhgiang07_,minhgiang07_,1,1,5697.0,20821.666666666668,42.587973830017184,25711844.244834792,25711844.244834792,12503019.44,12503019.44,207.0,799.9145485692177,105.6450793204141
1212,hng.review862,hng.review862,1,1,8081.0,890.4565217391304,37.265377380084566,25688806.774742827,25688806.774742827,11435213.46,11435213.46,73.0,799.1082371159989,124.64649973174025
1213,maikaheree,maikaheree,2,2,332100.0,93014.41666666667,50.70374161549523,25636408.667513043,25636408.667513043,116648993.7,233297987.4,134.5,8.0727857106843,51.3009935118555
1214,shop.thaongan398,shop.thaongan398,1,1,1263.0,1185.4571428571428,34.91970058860767,25619305.514653273,25619305.514653273,40240833.62,40240833.62,88.0,796.6756930128645,36.335052706462115
1215,nguyenthuyquynh2209,nguyenthuyquynh2209,1,1,1653.0,144378.0,44.273596245953236,25516902.869722188,25516902.869722188,43936572.58,43936572.58,88.0,793.0916004402765,41.92331952324946
1216,yeenlam257,yeenlam257,1,1,1771.0,336.4590163934426,33.10355567438613,25509754.7999566,25509754.7999566,7532063.97,7532063.97,135.0,792.841417998481,238.6821315055374
1217,honghoa_le,honghoa_le,1,1,4028.0,12952.761904761905,41.16692490505752,25483179.465081725,25483179.465081725,10574296.03,10574296.03,72.0,791.9112812778603,140.99173498438296
1218,mai.trinh.h,mai.trinh.h,6,6,224900.0,11912.564935064936,47.24942816153193,25465289.3785008,12099278.420749221,29952007.363333333,179712044.18,215.0,58.521143307697265,41.9591006588654
1219,omgngan59,omgngan59,2,2,743700.0,192558.0,43.60507353147905,25421040.24067999,25421040.24067999,23759682.48,47519364.96,92.5,-52.14541302009952,274.49801061197076
1220,huongnguyen16_10,huongnguyen16_10,1,1,16900.0,0.0,25.766353722098472,25385950.03245428,25385950.03245428,5474124.14,5474124.14,15.0,788.5082511358996,363.7445074903668
1221,dsphanhuy,dsphanhuy,1,1,16500.0,0.0,25.729203231408533,25385950.03245428,25385950.03245428,330567137.57,330567137.57,15.0,788.5082511358996,92.32048587192713
1222,lttna,lttna,1,1,30200.0,8142.9,43.427453042168814,25339785.342032798,25339785.342032798,17511184.78,17511184.78,135.0,786.892486971148,44.706287212353864
1223,nguyen.nhan.28,nguyen.nhan.28,1,1,331200.0,46083.0,50.367922995101175,25329776.632339947,25329776.632339947,54014467.7,54014467.7,161.0,7.070311851678506,53.105570209405315
1224,cuaaa669,cuaaa669,1,1,5476.0,2844.2337662337663,38.82196751291922,25308219.079837315,25308219.079837315,14054420.11,14054420.11,201.0,785.787667794306,80.07302244957096
1225,nhungchanreview,nhungchanreview,1,1,13600.0,8907.384615384615,42.35712929751747,25297332.42478561,25297332.42478561,10989462.54,10989462.54,72.0,785.4066348674962,130.1962660385538
1226,phumynguyennn,phumynguyennn,1,1,275400.0,53125.0,50.34643090048737,25288142.060946178,25288142.060946178,80630002.05,80630002.05,72.0,28.55264664242792,68.63680836165106
1227,luong.dieu.nhi,luong.dieu.nhi,1,1,2895.0,860.1375661375662,35.609115082690096,25219070.66595108,25219070.66595108,52137359.28,52137359.28,200.0,782.6674733082878,51.62955889170787
1228,tamthichriviu,tamthichriviu,2,2,1435.0,12632.935483870968,39.14127553269731,25218516.230040662,25218516.230040662,13828482.64,27656965.28,208.5,782.648068051423,96.16155665282693
1229,honglereview,honglereview,1,1,2465.0,637.5185185185185,34.80309962068839,25208405.164444413,25208405.164444413,88289171.13,88289171.13,129.0,782.2941807555543,71.44790822950789
1230,reviewtienichne,reviewtienichne,2,2,6039.0,563.0139296187683,35.948973872445066,25157767.73236254,25157767.73236254,17866700.085,35733400.17,42.5,780.5218706326887,41.194222412216746
1231,luynguoidep1,luynguoidep1,1,1,8392.0,53072.0,44.930114981852235,25141824.90916757,25141824.90916757,11195537.79,11195537.79,199.0,779.9638718208648,124.57005086101871
1232,giadinhhanna,giadinhhanna,3,3,421100.0,264919.0,53.995680570709624,25050160.52048537,31469876.512752578,85008449.97333333,255025349.92,191.0,-16.71758554101278,71.75615265454252
1233,truc.dao,truc.dao,2,2,636000.0,69962.375,51.94207085339218,25032366.994686216,25032366.994686216,17069721.97,34139443.94,86.0,-44.89730535760897,46.114157426752726
1234,trmduyen_,trmduyen_,1,1,686600.0,130566.0,53.4370397666735,25002787.81732898,25002787.81732898,31943015.27,31943015.27,36.0,-49.01849265327619,21.726901465025726
1235,tiktokshoplifestyle.vn,tiktokshoplifestyle.vn,1,1,64900.0,2408.5,42.34725113176396,24984755.41214854,24984755.41214854,244801190.42,244801190.42,167.0,438.96236636375886,89.79385869436226
1236,kieureview94,kieureview94,1,1,196.0,6747.333333333333,35.272031006236034,24979006.10255736,24979006.10255736,35339551.35,35339551.35,198.0,774.2652135895075,29.31713859305302
1237,thuytaphoa9,thuytaphoa9,1,1,1024.0,5512.142857142857,37.45381993162903,24946996.01219433,24946996.01219433,20161249.94,20161249.94,86.0,773.1448604268016,23.73734806342235
1238,cimngan.711,cimngan.711,1,1,2928.0,1175.1379310344828,36.20691393455386,24941829.839474536,24941829.839474536,12143733.19,12143733.19,198.0,772.9640443816088,105.38848679591698
1239,hangthumakeup,hangthumakeup,1,1,177800.0,13068.0,47.05747011512083,24780809.92068001,24780809.92068001,11377423.08,11377423.08,17.0,95.12448756440949,117.8068772377937
1240,theordi_duongtrang,theordi_duongtrang,2,2,28900.0,3098.53125,34.72476094863656,24747889.78991468,24747889.78991468,22264446.93,44528893.86,195.0,766.1761426470139,54.4636529627796
1241,mintu.2151,mintu.2151,1,1,2026.0,8324.70588235294,39.27866301193561,24732151.4699869,24732151.4699869,64198474.33,64198474.33,85.0,765.6253014495416,61.475484070141604
1242,fb.hodinh,fb.hodinh,1,1,27000.0,21927.0,45.097304581193534,24713217.216780562,24713217.216780562,18879515.44,18879515.44,85.0,764.9626025873196,30.89963720372137
1243,tonhia_mumlady,tonhia_mumlady,2,2,425800.0,29884.653846153844,49.5146676930506,24698874.46928231,24698874.46928231,20258765.885,40517531.77,199.0,-18.79186412166455,318.6818946730506
1244,votrilamtoptop212,votrilamtoptop212,1,1,26800.0,19310.5,44.849274343448805,24698197.669959765,24698197.669959765,18140224.43,18140224.43,8.0,764.4369184485919,36.151555154490254
1245,ceveda_live,ceveda_live,1,1,80600.0,1015.0769230769232,41.07613910474107,24653616.289742578,24653616.289742578,10292413.03,10292413.03,70.0,328.2265856779108,139.53193695086853
1246,lyxuanly1984mukbang,lyxuanly1984mukbang,1,1,524800.0,108611.0,52.677552216880976,24642982.276378766,24642982.276378766,19385635.82,19385635.82,185.0,-34.260336915148116,27.11980409203192
1247,leeglinh_,leeglinh_,1,1,92500.0,23161.0,47.10908678529195,24590238.25105812,24590238.25105812,14537497.58,14537497.58,165.0,272.1765789349337,69.15042025450244
1248,nini100700,nini100700,2,2,1163.0,1462.1535087719296,35.01566159394608,24519323.080960006,24519323.080960006,34869344.105000004,69738688.21000001,165.5,758.1763078336003,34.70427306751967
1249,anhne.204,anhne.204,1,1,120700.0,31402.333333333332,48.0883870312924,24496742.81837097,24496742.81837097,45285818.09,45285818.09,246.0,184.1378620192159,45.906370136260534
1250,mebemon.review,mebemon.review,1,1,3332.0,52650.0,43.48282097250441,24448722.753541566,24448722.753541566,11094628.35,11094628.35,194.0,755.7052963739549,120.36540551213297
1251,vnh.pht.mango02,vnh.pht.mango02,4,4,34400.0,1885.473602484472,40.90574999344015,24447647.708040237,23008692.001608893,30334739.04,121338956.16,170.0,755.6676697814082,25.47170000951303
1252,yendo2702,yendo2702,1,1,2505.0,209477.0,45.6107634828072,24423352.61043671,24423352.61043671,14269752.55,14269752.55,42.0,754.8173413652848,71.1547031026597
1253,minhanh_5703,minhanh_5703,1,1,103300.0,99338.0,49.99041023094941,24419361.388988465,24419361.388988465,39696551.87,39696551.87,90.0,230.9497187278204,38.484930708949086
1254,callmethaothu,callmethaothu,2,2,19800.0,1413.9061784897026,39.499312677666225,24386209.20844664,24386209.20844664,15889534.864999998,31779069.729999997,127.5,753.5173222956323,66.04995691283979
1255,emlantaphoa,emlantaphoa,1,1,14200.0,8645.4,42.36852830938086,24368906.651407562,24368906.651407562,19460488.87,19460488.87,69.0,752.9117327992645,25.222479323087843
1256,nguyenduyen205,nguyenduyen205,1,1,6139.0,0.0,24.195839336804482,24366916.13555491,24366916.13555491,10149487.55,10149487.55,14.0,752.8420647444219,140.0802603630457
1257,anhtaybe,anhtaybe,1,1,7792.0,3601.279411764706,39.80808631225366,24281505.264583588,24281505.264583588,14591507.62,14591507.62,41.0,749.8526842604256,66.40847468908487
1258,cogaisuduabentre,cogaisuduabentre,1,1,723.0,23.823529411764707,26.85800514370235,24264964.087502126,24264964.087502126,1800080.05,1800080.05,14.0,749.2737430625743,1247.9936121453113
1259,hienmew.makeup,hienmew.makeup,1,1,242600.0,66308.5,50.56232174235733,24248759.06999234,24248759.06999234,18193590.33,18193590.33,89.0,39.93513065947765,33.281879113259905
1260,trinhniengrang3119,trinhniengrang3119,1,1,18500.0,17632.2,44.10521132792641,24225135.439080868,24225135.439080868,41659104.97,41659104.97,195.0,747.8797403678303,41.84912168294031
1261,yuhtt09,yuhtt09,5,5,23200.0,161284.0,48.57602171123364,24202310.149563484,28026063.20036263,24001899.398,120009496.99,49.8,747.080855234722,21.314052715457454
1262,n_ha811,n_ha811,1,1,1900000.0,814.7826086956521,45.56896345222878,24197453.689209163,24197453.689209163,34332811.22,34332811.22,127.0,-82.17029728163536,29.520907757435992
1263,ngocanhbe.1234,ngocanhbe.1234,6,6,7951.0,13341.09090909091,42.276470206150655,24153560.475028683,24710321.321251776,35859208.13166667,215155248.79,176.83333333333334,745.3746166260039,25.85855054288777
1264,ngoctran.29_11,ngoctran.29_11,1,1,5377.0,444.52884615384613,35.34263719770508,24147005.9557028,24147005.9557028,28499711.45,28499711.45,48.0,745.145208449598,15.272805487640117
1265,kinmereview,kinmereview,5,5,6022.0,5342.4,40.142359649925346,24144373.739876207,10956129.3154745,20022963.402000003,100114817.01,127.8,745.0530808956671,28.38827993243932
1266,vuongdongho86,vuongdongho86,1,1,10100.0,426572.2,49.09651161164421,24134335.403615672,24134335.403615672,37034050.36,37034050.36,45.0,744.7017391265485,34.832039247635585
1267,unboxwithhannie,unboxwithhannie,2,2,5970.0,206793.5,36.188051611439334,24131972.70850985,24131972.70850985,101431589.69999999,202863179.39999998,94.0,744.6190447978447,108.11352709595997
1268,t.hincutes1,t.hincutes1,1,1,232700.0,74282.5,50.70905598732153,24044256.52348461,24044256.52348461,22004003.93,22004003.93,277.0,44.658182779881614,9.272187916231708
1269,ducanh_t9lb,ducanh_t9lb,2,2,737000.0,22238.0,50.252403503003286,23993952.90017392,23993952.90017392,9755975.4,19511950.8,130.5,-54.421256363305986,962.0149399903223
1270,thomcungngoc,thomcungngoc,1,1,29900.0,5781.75,42.77469151644532,23915499.020589206,23915499.020589206,7357728.97,7357728.97,216.0,737.0424657206222,225.039140719928
1271,trangbabyne,trangbabyne,1,1,1990.0,177147.0,44.94193346917555,23911411.8755381,23911411.8755381,19455150.53,19455150.53,160.0,736.8994156438334,22.90530386113696
1272,123456huetay,123456huetay,1,1,1701.0,862.1168831168832,34.78896326655274,23899950.688096274,23899950.688096274,60400043.36,60400043.36,82.0,736.4982740833696,60.43057362451491
1273,ngoclanshop168,ngoclanshop168,2,2,36300.0,14711.527777777777,44.80763152877263,23835964.559232555,23835964.559232555,63747110.02,127494220.04,99.0,734.2587595731394,64.42706636520536
1274,janymakeup1,janymakeup1,2,2,117600.0,21185.964285714286,47.166248793587584,23818367.423171982,23818367.423171982,59777955.31,119555910.62,77.0,183.55199313299977,58.880064299164786
1275,capyreview,capyreview,2,2,4371.0,25226.3,42.37879925538419,23784302.41998203,23784302.41998203,22654153.315,45308306.63,113.5,732.4505846993711,52.34911521102837
1276,thuyhanhnguyen2910,thuyhanhnguyen2910,1,1,257800.0,94086.0,51.30780978223838,23773784.991023906,23773784.991023906,15836401.52,15836401.52,34.0,29.10511632053323,50.12113049166934
1277,quynh.riviuu,quynh.riviuu,1,1,2000.0,3166.425,37.459861846499344,23747465.23536899,23747465.23536899,31821430.02,31821430.02,40.0,731.1612832379145,25.372727685576873
1278,kim.tron.sa.lan.1994.moi,kim.tron.sa.lan.1994.moi,1,1,74400.0,24196.0,46.85271144994337,23701854.664359197,23701854.664359197,198728535.18,198728535.18,44.0,346.0026415336408,88.07325045550652
1279,pumil,pumil,1,1,79400.0,39853.0,47.882353120971935,23695276.67525678,23695276.67525678,21207312.38,21207312.38,191.0,317.80084817833114,11.731634120705975
1280,lyly200315,lyly200315,1,1,2737.0,780.3648648648649,35.34115972150973,23681687.04435766,23681687.04435766,14794291.1,14794291.1,188.0,728.8590465525181,60.07314500089607
1281,ngochongriview,ngochongriview,1,1,2059.0,490.6962025316455,34.03775025509928,23657282.229891334,23657282.229891334,11789418.64,11789418.64,34.0,728.0048780461966,100.66538437803183
1282,thamsale98,thamsale98,2,2,18300.0,1130.7133333333334,38.974721076077635,23656725.844615526,23656725.844615526,22496242.545,44992485.09,105.5,727.9854045615434,37.735873840452335
1283,taphoa7821,taphoa7821,1,1,983.0,3613.769230769231,36.60485147244655,23616628.907632187,23616628.907632187,34059584.42,34059584.42,241.0,726.5820117671266,30.660842433049908
1284,caolanamtrimunchinhhang,caolanamtrimunchinhhang,1,1,22600.0,807.6034482758621,38.678846357673464,23566293.011935387,23566293.011935387,33023307.17,33023307.17,124.0,724.8202554177385,28.637392703828983
1285,lethiyeenvy08,lethiyeenvy08,1,1,889700.0,119238.0,53.6700452173391,23526100.827000603,23526100.827000603,35226134.33,35226134.33,34.0,-62.98017179071503,33.21407167017805
1286,neon.beauty,neon.beauty,2,2,11200.0,1264.6792452830189,38.423970735548494,23500771.52599083,23500771.52599083,59833638.19,119667276.38,87.0,722.5270034096789,59.681058052440605
1287,beyen0720,beyen0720,1,1,28900.0,6885.5,43.04706336639102,23467407.970202092,23467407.970202092,27760658.14,27760658.14,47.0,721.3592789570731,15.465231941355942
1288,emmai.tientich,emmai.tientich,1,1,1952.0,9132.666666666666,39.39336803436148,23460842.77157952,23460842.77157952,12446213.35,12446213.35,66.0,721.129497005283,88.49783554111677
1289,hoaquynh0000,hoaquynh0000,2,2,571100.0,87831.5,50.72432043389114,23322104.35794351,23322104.35794351,17103751.404999997,34207502.809999995,133.0,-42.82797040602187,181.08137898531612
1290,tangngoctuyet,tangngoctuyet,1,1,600800.0,48867.5,51.40082876155291,23313800.7631193,23313800.7631193,10430061.74,10430061.74,66.0,-45.67356679699232,123.52505041949347
1291,su_my93,su_my93,1,1,12500.0,18149.53846153846,43.55099564624915,23304615.515879832,23304615.515879832,9934843.1,9934843.1,34.0,715.661543055794,134.57457034102362
1292,tranthimylinh861990,tranthimylinh861990,1,1,2232.0,26396.5,41.57653819394076,23261945.843812503,23261945.843812503,38846062.04,38846062.04,143.0,714.1681045334376,40.11762165271849
1293,mecunmiu06,mecunmiu06,1,1,279900.0,90348.0,51.359925236169865,23252299.442442615,23252299.442442615,22507766.26,22507766.26,80.0,16.303034010073805,3.3078945899921255
1294,angoccam,angoccam,1,1,3657.0,824.1666666666666,35.892001196869934,23246667.746198222,23246667.746198222,1039975.29,1039975.29,43.0,713.6333711169377,2135.3096241544567
1295,0motnoibuon,0motnoibuon,1,1,132.0,12472.0,35.80601203848106,23201562.394022346,23201562.394022346,61991472.71,61991472.71,14.0,712.054683790782,62.5729775729628
1296,giadinhhaingo,giadinhhaingo,1,1,27200.0,388.3108108108109,37.60574016764742,23197874.49653413,23197874.49653413,19787828.35,19787828.35,80.0,711.9256073786945,17.233048954228117
1297,latexchinhhang,latexchinhhang,1,1,19300.0,5640.952380952381,42.049863294484915,23170208.35642222,23170208.35642222,38281540.58,38281540.58,155.0,710.9572924747777,39.474200867121375
1298,vodangkhoa2608,vodangkhoa2608,1,1,419400.0,6905.2,47.20136802217759,23164372.921591006,23164372.921591006,11165752.24,11165752.24,26.0,-22.674959250769177,107.45913417823611
1299,changdailyvlog63,changdailyvlog63,1,1,730.0,495.47169811320754,32.44877643263523,23139286.39819117,23139286.39819117,23093672.03,23093672.03,122.0,709.8750239366908,0.19751890531705843
1300,ngangicungban,ngangicungban,1,1,1250.0,1115.5245901639344,34.79059244738869,23097856.183882024,23097856.183882024,13377944.17,13377944.17,183.0,708.4249664358708,72.65624591018177
1301,caugaivietcuu,caugaivietcuu,1,1,53800.0,91557.0,48.826758947029056,23092973.35946267,23092973.35946267,39456988.37,39456988.37,40.0,500.9323922536754,41.473046186614795
1302,lehoailinh996,lehoailinh996,1,1,25400.0,131031.0,48.329893784332405,23053826.66550746,23053826.66550746,22019541.69,22019541.69,28.0,706.883933292761,4.697123083071111
1303,trinhnhaxinh37,trinhnhaxinh37,2,2,8245.0,32203.642857142855,43.91485143851217,23048193.6593154,23048193.6593154,30179844.785000004,60359689.57000001,105.5,706.6867780760388,27.04677131218502
1304,diemvy1990,diemvy1990,1,1,29400.0,673.9318181818181,38.750502153375486,23017605.637647007,23017605.637647007,14495537.16,14495537.16,182.0,705.6161973176452,58.79098086246434
1305,louieyaa,louieyaa,1,1,2084.0,2405.85,37.012541107737476,23014932.420636304,23014932.420636304,28425476.44,28425476.44,182.0,705.5226347222705,19.034136616088666
1306,xinhs.unboxing,xinhs.unboxing,1,1,23200.0,104822.0,47.77400431490897,23008345.899141304,23008345.899141304,28272998.11,28272998.11,64.0,705.2921064699456,18.620777995937466
1307,15.ngoen,15.ngoen,1,1,8514.0,139190.0,46.747088008092035,22989054.73926958,22989054.73926958,48043953.47,48043953.47,265.0,704.6169158744352,52.14995211910569
